SOLUTION|PROFIT|REVENUE|TIME|DISTANCE|ITERATION
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1421
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1422
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1423
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1424
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1425
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1426
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1427
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 13[0], 25[0], 14[0], 24[0], 23[0], 43[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3402.813878 | 6701.000000 | 742.834712 | 12.165525 | 1428
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1429
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1430
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1431
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1432
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1433
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1434
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1435
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1436
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1437
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1438
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1439
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1440
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1441
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1442
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1443
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1444
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1445
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1446
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1447
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1448
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1449
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1450
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1451
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1452
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1453
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1454
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1455
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1456
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1457
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1458
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1459
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1460
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1461
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1462
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1463
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1464
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1465
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1466
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1467
1, 28[0], 31[0], 26[0], 7[0], 8[0], 48[0], 6[0], 43[0], 23[0], 24[0], 14[0], 25[0], 13[0], 18[0], 47[0], 4[1], 17[0], 44[0], 42[0], 41[0], 40[0], 19[1], 15[0], 39[0], 33[0], 45[0], 37[0], 12[0], 46[1], 49[0], 5[1], 16[0], 38[0], 11[0], 10[0], 30[0], 9[0], 34[1], 21[1], 50[1], 29[0], 2[1], 20[1], 35[0], 36[0], 3[1], 22[1], 51[1], 27[1], 32[1], 1| 3503.499940 | 6701.000000 | 720.157671 | 12.165525 | 1468
